,shop_id,month_0,month_1,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,month_13,month_14,month_15,month_16,month_17,month_18,month_19,month_20,month_21,month_22,month_23,month_24,month_25,month_26,month_27,month_28,month_29,month_30,month_31,month_32,month_33
0,0,5578.0,6127.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1,2947.0,3364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,2,1146.0,488.0,753.0,583.0,553.0,832.0,807.0,875.0,945.0,795.0,862.0,1322.0,890.0,911.0,990.0,791.0,910.0,957.0,838.0,956.0,920.0,945.0,1192.0,1921.0,987.0,907.0,762.0,859.0,843.0,804.0,785.0,942.0,822.0,727.0
3,3,767.0,798.0,959.0,647.0,710.0,784.0,721.0,890.0,1026.0,793.0,970.0,1134.0,968.0,873.0,1105.0,685.0,776.0,828.0,758.0,902.0,960.0,805.0,1063.0,1275.0,977.0,738.0,741.0,740.0,731.0,672.0,535.0,666.0,745.0,613.0
4,4,2114.0,2025.0,2060.0,285.0,1211.0,1464.0,1378.0,1713.0,1536.0,1482.0,1486.0,2248.0,1430.0,1299.0,1246.0,1155.0,1324.0,1213.0,1091.0,1387.0,1090.0,1180.0,1371.0,2071.0,1188.0,980.0,978.0,899.0,893.0,793.0,842.0,947.0,732.0,831.0
5,6,3686.0,4007.0,4519.0,3168.0,3022.0,3847.0,3360.0,3702.0,4208.0,3675.0,3938.0,5467.0,3024.0,3129.0,3105.0,3093.0,2620.0,2730.0,2543.0,2563.0,2754.0,2555.0,3150.0,4115.0,2328.0,2329.0,1981.0,1998.0,1748.0,1539.0,1484.0,1575.0,1725.0,1802.0
6,7,2495.0,2513.0,2460.0,1540.0,1647.0,2085.0,2031.0,2397.0,2599.0,2236.0,2452.0,3731.0,2349.0,2357.0,2032.0,1644.0,1675.0,1903.0,1723.0,2001.0,1718.0,1651.0,2113.0,3318.0,2084.0,1847.0,1430.0,1340.0,1217.0,1235.0,1327.0,1409.0,1287.0,1212.0
7,8,1463.0,1156.0,977.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,10,935.0,1026.0,1017.0,756.0,683.0,764.0,800.0,755.0,1027.0,1013.0,1016.0,1340.0,784.0,837.0,903.0,646.0,702.0,575.0,560.0,646.0,744.0,640.0,760.0,1062.0,628.0,0.0,565.0,594.0,466.0,441.0,449.0,442.0,519.0,428.0
9,12,842.0,1209.0,1419.0,1364.0,917.0,1710.0,723.0,1599.0,2032.0,1890.0,2875.0,2621.0,1103.0,1947.0,2165.0,1738.0,2040.0,1079.0,1212.0,1051.0,3400.0,2519.0,3732.0,4275.0,2832.0,1854.0,1886.0,3244.0,3949.0,1830.0,1554.0,1471.0,5215.0,4181.0
10,13,1178.0,1036.0,1245.0,1018.0,1104.0,1358.0,1094.0,944.0,1153.0,1096.0,1052.0,1251.0,960.0,804.0,1000.0,848.0,801.0,847.0,765.0,209.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,14,1777.0,1795.0,1893.0,1247.0,1489.0,1863.0,1709.0,2216.0,796.0,1534.0,1810.0,1952.0,1432.0,1488.0,1243.0,1024.0,1298.0,1172.0,1130.0,1239.0,1274.0,1182.0,1613.0,1839.0,1233.0,1007.0,1002.0,1055.0,933.0,1019.0,954.0,1061.0,1094.0,1002.0
12,15,2724.0,2746.0,2835.0,2168.0,1931.0,2419.0,2599.0,2536.0,2790.0,2612.0,2732.0,4186.0,2460.0,2353.0,2144.0,1671.0,1704.0,1771.0,1650.0,2009.0,2033.0,2017.0,2158.0,2836.0,2046.0,1528.0,1384.0,1364.0,1277.0,1332.0,1316.0,1360.0,1267.0,1243.0
13,16,2978.0,2614.0,3088.0,2118.0,2261.0,3075.0,2898.0,2457.0,1924.0,1800.0,2071.0,2887.0,1913.0,1693.0,1665.0,1232.0,1294.0,1517.0,1371.0,1562.0,1553.0,1430.0,1785.0,2516.0,1698.0,1336.0,1187.0,1110.0,1187.0,1038.0,1114.0,1231.0,1067.0,963.0
14,18,2856.0,3341.0,3551.0,2421.0,2944.0,3144.0,2676.0,1778.0,2774.0,2145.0,2450.0,3500.0,2002.0,1955.0,1897.0,1396.0,1553.0,1274.0,1294.0,1558.0,1359.0,1030.0,1498.0,1951.0,1337.0,1420.0,1435.0,1515.0,1434.0,1212.0,987.0,1184.0,1404.0,1211.0
15,19,3038.0,2834.0,3020.0,2291.0,2089.0,2638.0,2459.0,2675.0,2801.0,2499.0,2648.0,3760.0,2596.0,2176.0,2179.0,1813.0,1825.0,2067.0,1767.0,2019.0,1703.0,1835.0,2138.0,3177.0,2108.0,1779.0,1547.0,1562.0,1459.0,1300.0,1440.0,1533.0,1231.0,1449.0
16,21,1495.0,1854.0,2233.0,1846.0,1646.0,1912.0,1860.0,2061.0,2486.0,2015.0,2174.0,3623.0,1844.0,1822.0,2088.0,2144.0,1909.0,1849.0,1603.0,1749.0,1897.0,2031.0,2222.0,3959.0,1923.0,1839.0,1687.0,2053.0,1717.0,1844.0,1741.0,1622.0,1900.0,1912.0
17,22,1924.0,2447.0,2588.0,2297.0,1755.0,2243.0,1903.0,2017.0,2518.0,2364.0,2224.0,2618.0,1522.0,2007.0,1982.0,1826.0,1496.0,1246.0,1243.0,1260.0,1754.0,1633.0,1906.0,2426.0,1255.0,1301.0,1547.0,1664.0,1357.0,1102.0,993.0,1044.0,1432.0,1336.0
18,23,1948.0,1941.0,2118.0,1698.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,24,1768.0,1782.0,2014.0,787.0,1967.0,2599.0,2377.0,2304.0,3072.0,2654.0,2643.0,3971.0,2463.0,2135.0,2541.0,1742.0,1667.0,1708.0,1553.0,1719.0,1488.0,1498.0,2091.0,2765.0,1750.0,1309.0,1284.0,1297.0,1137.0,882.0,1014.0,1186.0,1492.0,1227.0
20,25,8215.0,7934.0,9732.0,7867.0,6860.0,8478.0,7361.0,7784.0,9251.0,8356.0,8632.0,12102.0,6835.0,6686.0,6826.0,5939.0,5746.0,6405.0,5620.0,6205.0,6158.0,6375.0,7681.0,12257.0,6611.0,5566.0,6007.0,6135.0,5712.0,5093.0,4676.0,4675.0,5893.0,6247.0
21,26,2331.0,2597.0,3036.0,2381.0,2148.0,2661.0,2163.0,2452.0,3206.0,2441.0,2409.0,3391.0,1929.0,2307.0,2063.0,1587.0,1764.0,1598.0,1459.0,1527.0,1910.0,1900.0,2061.0,3033.0,1715.0,1339.0,1486.0,1527.0,1358.0,953.0,1007.0,1189.0,1553.0,1409.0
22,27,5548.0,4546.0,5454.0,3946.0,3518.0,275.0,4148.0,4925.0,4981.0,4297.0,4805.0,7983.0,5451.0,4208.0,4475.0,4204.0,4505.0,4282.0,3756.0,4760.0,4026.0,3722.0,4675.0,7896.0,5660.0,3839.0,3634.0,3518.0,3786.0,3357.0,2478.0,0.0,-1.0,0.0
23,28,7057.0,5438.0,6918.0,4910.0,5703.0,7056.0,6739.0,7521.0,6753.0,5609.0,6454.0,8499.0,6949.0,5498.0,5901.0,4581.0,4902.0,5701.0,4536.0,5802.0,4403.0,4695.0,5492.0,7439.0,6879.0,4234.0,4139.0,3686.0,3784.0,3921.0,3612.0,3749.0,2979.0,3018.0
24,29,2820.0,2834.0,3151.0,2252.0,2345.0,2803.0,2205.0,2073.0,2832.0,2151.0,2421.0,3057.0,1981.0,1920.0,1945.0,1838.0,1799.0,1430.0,1433.0,1559.0,1723.0,1641.0,1926.0,2402.0,1564.0,1273.0,1239.0,1216.0,880.0,0.0,0.0,0.0,0.0,0.0
25,30,2978.0,2717.0,3026.0,2379.0,2304.0,2794.0,2438.0,2799.0,3023.0,2888.0,2599.0,3566.0,2383.0,2260.0,2361.0,1995.0,1960.0,1775.0,1620.0,1688.0,1976.0,1968.0,2044.0,2700.0,1842.0,745.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,31,10173.0,11160.0,12670.0,9621.0,9423.0,10072.0,9500.0,9882.0,11204.0,10754.0,11710.0,16318.0,10017.0,9728.0,9643.0,8897.0,7826.0,7701.0,7056.0,8248.0,8583.0,8457.0,9865.0,14610.0,8815.0,7404.0,7294.0,7341.0,6327.0,6160.0,5987.0,5714.0,6505.0,6112.0
27,32,1238.0,1494.0,1890.0,1364.0,1209.0,1493.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,35,2127.0,2205.0,2568.0,1845.0,2048.0,2280.0,2041.0,2391.0,2473.0,2083.0,2435.0,3571.0,1970.0,2081.0,2398.0,1775.0,1957.0,1963.0,1793.0,1984.0,1941.0,1808.0,2344.0,3499.0,1993.0,1550.0,1641.0,1570.0,1537.0,1227.0,1299.0,1653.0,1548.0,1418.0
29,37,2399.0,2216.0,2629.0,1946.0,2019.0,1829.0,1293.0,1472.0,1666.0,1169.0,1308.0,1693.0,1125.0,1110.0,1246.0,944.0,1040.0,1065.0,997.0,1240.0,1213.0,1074.0,1496.0,1953.0,1144.0,988.0,990.0,1109.0,979.0,804.0,1041.0,1248.0,978.0,833.0
30,38,1704.0,1670.0,2009.0,1375.0,1337.0,1539.0,1453.0,1895.0,1666.0,1519.0,1689.0,2732.0,1350.0,1561.0,1561.0,1375.0,1743.0,1467.0,1712.0,1625.0,1492.0,1315.0,1709.0,2675.0,1441.0,1403.0,1543.0,1338.0,1257.0,1141.0,1354.0,1781.0,1345.0,1110.0
31,41,1998.0,1856.0,1816.0,1387.0,1597.0,2185.0,1997.0,2149.0,2146.0,2061.0,2319.0,3184.0,2055.0,1656.0,1640.0,1222.0,1277.0,1143.0,1152.0,1119.0,1001.0,906.0,1278.0,1700.0,1314.0,925.0,848.0,725.0,931.0,680.0,737.0,892.0,686.0,742.0
32,42,3991.0,3965.0,4953.0,3978.0,3594.0,4349.0,3801.0,4035.0,5093.0,4464.0,4521.0,6988.0,3994.0,3541.0,4210.0,3907.0,3742.0,3501.0,3663.0,3769.0,3740.0,3915.0,4896.0,7256.0,4125.0,4063.0,4133.0,4648.0,4343.0,3618.0,3578.0,3832.0,4237.0,4491.0
33,43,1759.0,2033.0,2504.0,1880.0,1624.0,2060.0,1632.0,1849.0,2768.0,2279.0,2331.0,3480.0,1625.0,1970.0,2078.0,1754.0,1744.0,1580.0,1360.0,1454.0,1873.0,1833.0,2659.0,3139.0,1340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,44,1708.0,1823.0,2131.0,1628.0,1379.0,1666.0,1487.0,1610.0,1849.0,1678.0,1811.0,2256.0,1536.0,1593.0,1788.0,1423.0,1135.0,1184.0,1055.0,1082.0,1039.0,1157.0,1199.0,1648.0,932.0,917.0,913.0,887.0,820.0,619.0,678.0,769.0,759.0,779.0
35,45,1634.0,1530.0,1883.0,1253.0,1333.0,1785.0,1507.0,1649.0,1725.0,1593.0,1625.0,2091.0,1367.0,1279.0,1401.0,1015.0,1174.0,1305.0,1261.0,1255.0,992.0,933.0,1251.0,1551.0,980.0,796.0,740.0,862.0,762.0,622.0,675.0,710.0,654.0,702.0
36,46,3363.0,2660.0,3103.0,2160.0,2522.0,2865.0,2966.0,3315.0,2963.0,2794.0,3052.0,4094.0,2827.0,2367.0,2396.0,1936.0,1950.0,2308.0,1886.0,2432.0,1908.0,1842.0,2332.0,3226.0,2100.0,1627.0,1579.0,1427.0,1464.0,1537.0,1642.0,1670.0,1357.0,1320.0
37,47,2115.0,1824.0,1977.0,1540.0,1724.0,1654.0,1329.0,1610.0,1742.0,1647.0,2092.0,3037.0,2153.0,1917.0,2125.0,1517.0,1865.0,1788.0,1807.0,2109.0,2097.0,2117.0,2694.0,3679.0,2410.0,2131.0,2100.0,1813.0,1879.0,1740.0,1700.0,2003.0,1926.0,1776.0
38,50,3406.0,3054.0,3610.0,2740.0,2839.0,3761.0,3235.0,3718.0,3655.0,3525.0,3554.0,4762.0,3002.0,2891.0,2934.0,2143.0,1886.0,1722.0,1602.0,1603.0,1382.0,1299.0,1374.0,2141.0,1437.0,1052.0,981.0,895.0,1073.0,900.0,1126.0,1081.0,906.0,949.0
39,51,2748.0,2284.0,2605.0,1945.0,2243.0,2200.0,2273.0,2142.0,1903.0,1809.0,1783.0,2242.0,1623.0,1380.0,1582.0,1432.0,1226.0,1252.0,1342.0,1371.0,1106.0,1154.0,1090.0,1652.0,976.0,660.0,545.0,494.0,758.0,659.0,748.0,916.0,624.0,0.0
40,52,1812.0,1737.0,2034.0,1446.0,1482.0,1815.0,1616.0,1772.0,2125.0,1965.0,1897.0,2384.0,1625.0,1523.0,1741.0,1249.0,1338.0,1174.0,1255.0,1483.0,1303.0,1219.0,1401.0,2243.0,1247.0,1117.0,1182.0,1152.0,894.0,820.0,828.0,932.0,1086.0,847.0
41,53,2055.0,1906.0,2365.0,1515.0,1767.0,2125.0,1975.0,2367.0,2440.0,2245.0,2192.0,3028.0,2144.0,1866.0,2059.0,1641.0,1731.0,1815.0,1839.0,1833.0,1749.0,1691.0,1860.0,2511.0,1747.0,1342.0,1378.0,1322.0,1206.0,1078.0,1257.0,1318.0,1229.0,1061.0
42,54,9386.0,8075.0,9488.0,6726.0,7006.0,8101.0,7225.0,7792.0,7827.0,6676.0,7978.0,10055.0,8198.0,6325.0,6876.0,5575.0,5593.0,6033.0,5188.0,6190.0,5034.0,4756.0,6389.0,7677.0,6043.0,4221.0,4625.0,732.0,0.0,0.0,0.0,0.0,0.0,0.0
43,56,3238.0,2655.0,3099.0,2153.0,2140.0,3105.0,3294.0,3311.0,2829.0,2375.0,2837.0,3547.0,2983.0,2347.0,2280.0,1655.0,1991.0,2583.0,2361.0,3012.0,1879.0,1881.0,2473.0,2853.0,2444.0,1691.0,1393.0,1237.0,1315.0,1566.0,1491.0,1604.0,1194.0,1263.0
44,59,2017.0,1897.0,2028.0,1388.0,1374.0,1707.0,1747.0,2048.0,2008.0,1751.0,1953.0,2390.0,1491.0,1420.0,1467.0,1228.0,1184.0,1157.0,1082.0,1244.0,1161.0,1211.0,1610.0,1939.0,1293.0,1206.0,1199.0,1054.0,916.0,913.0,992.0,1214.0,914.0,790.0
45,5,0.0,877.0,1355.0,1008.0,1110.0,1393.0,1265.0,1510.0,1298.0,1267.0,1390.0,2223.0,1639.0,1252.0,1471.0,1055.0,1206.0,1326.0,1404.0,1536.0,1355.0,1187.0,1445.0,2127.0,1404.0,1101.0,1109.0,1054.0,1012.0,954.0,991.0,1294.0,1092.0,1052.0
46,57,0.0,0.0,6586.0,5493.0,5233.0,5987.0,5827.0,5413.0,5213.0,5686.0,5242.0,9483.0,4962.0,5157.0,5026.0,4435.0,3911.0,3788.0,3813.0,3801.0,3701.0,3802.0,3491.0,6839.0,4143.0,3540.0,3113.0,2860.0,2408.0,2440.0,2352.0,2780.0,2266.0,2316.0
47,58,0.0,0.0,3773.0,2831.0,2308.0,2972.0,3122.0,2863.0,2735.0,3022.0,2947.0,5599.0,2683.0,2832.0,2912.0,2361.0,1981.0,2089.0,2230.0,2744.0,2214.0,2060.0,2303.0,5081.0,2519.0,2360.0,2359.0,1710.0,1378.0,1554.0,1689.0,1738.0,1319.0,1446.0
48,55,0.0,0.0,0.0,0.0,852.0,728.0,795.0,719.0,812.0,916.0,1228.0,1383.0,1150.0,1067.0,1104.0,1271.0,1223.0,1355.0,1383.0,1731.0,2249.0,4229.0,3724.0,3799.0,6429.0,2551.0,2769.0,3422.0,2117.0,1909.0,1658.0,1976.0,6867.0,1972.0
49,17,0.0,0.0,0.0,0.0,0.0,906.0,1044.0,1306.0,1459.0,1392.0,1392.0,2396.0,1436.0,1474.0,1396.0,1201.0,1170.0,989.0,1157.0,1185.0,1218.0,997.0,1199.0,1832.0,689.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6526.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6155.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,3186.0
51,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,197.0,676.0,685.0,754.0,583.0,689.0,757.0,819.0,833.0,753.0,619.0,825.0,1270.0,1138.0,753.0,679.0,542.0,692.0,789.0,856.0,966.0,567.0,648.0
52,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.0,691.0,848.0,734.0,699.0,800.0,707.0,638.0,962.0,1459.0,888.0,773.0,873.0,754.0,840.0,642.0,638.0,910.0,907.0,997.0
53,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,496.0,338.0,317.0,332.0,346.0,336.0,374.0,422.0,515.0,1024.0,443.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,1773.0,1391.0,1491.0,1838.0,1308.0,1317.0,1535.0,2425.0,1413.0,1103.0,1171.0,1081.0,1110.0,990.0,1102.0,1308.0,1101.0,1111.0
55,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,368.0,406.0,317.0,441.0,658.0,473.0,390.0,431.0,424.0,409.0,385.0,460.0,484.0,420.0,383.0
56,33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,587.0,598.0,814.0,1056.0,1006.0,792.0,505.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
57,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3261.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2611.0
58,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,572.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.0
